Date,Origin,Destination,Round Trip,Price 
2022-11-14,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,303
2022-11-14,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,695
2022-11-14,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,568
2022-11-14,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,621
2022-11-14,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,455
2022-11-14,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,346
2022-11-14,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,575
2022-11-14,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,389
2022-11-14,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,445
2022-11-14,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,593
2022-11-14,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,433
2022-11-14,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,678
2022-11-14,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,489
2022-11-14,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,403
2022-11-14,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,952
2022-11-14,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,956
2022-11-14,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,613
2022-11-14,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,546
2022-11-14,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,879
2022-11-15,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,625
2022-11-15,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,585
2022-11-15,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,797
2022-11-15,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,628
2022-11-15,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,861
2022-11-15,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,573
2022-11-15,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,487
2022-11-15,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,417
2022-11-15,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,388
2022-11-15,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,465
2022-11-15,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,620
2022-11-15,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,498
2022-11-15,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,835
2022-11-15,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,369
2022-11-15,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,692
2022-11-15,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,992
2022-11-15,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,893
2022-11-15,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,612
2022-11-15,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,667
2022-11-15,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,521
2022-11-16,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,623
2022-11-16,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,537
2022-11-16,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,952
2022-11-16,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,687
2022-11-16,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,627
2022-11-16,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,448
2022-11-16,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,430
2022-11-16,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,592
2022-11-16,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,309
2022-11-16,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,419
2022-11-16,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,562
2022-11-16,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,401
2022-11-16,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,607
2022-11-16,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,483
2022-11-16,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,620
2022-11-16,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,685
2022-11-16,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,851
2022-11-16,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,565
2022-11-16,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,753
2022-11-16,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,567
2022-11-17,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,760
2022-11-17,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,500
2022-11-17,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,649
2022-11-17,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,607
2022-11-17,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,910
2022-11-17,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,631
2022-11-17,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,509
2022-11-17,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,572
2022-11-17,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,518
2022-11-17,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,472
2022-11-17,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,528
2022-11-17,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,439
2022-11-17,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,970
2022-11-17,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,439
2022-11-17,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,633
2022-11-17,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,574
2022-11-17,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,559
2022-11-17,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,936
2022-11-17,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,929
2022-11-17,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,568
2022-11-18,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,898
2022-11-18,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,424
2022-11-18,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,874
2022-11-18,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,589
2022-11-18,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,665
2022-11-18,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,579
2022-11-18,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,562
2022-11-18,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,430
2022-11-18,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,486
2022-11-18,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,471
2022-11-18,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,468
2022-11-18,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,539
2022-11-18,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,842
2022-11-18,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,519
2022-11-18,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,677
2022-11-18,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,773
2022-11-18,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,944
2022-11-18,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,658
2022-11-18,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,606
2022-11-18,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,617
2022-11-19,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,853
2022-11-19,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,471
2022-11-19,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,912
2022-11-19,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,657
2022-11-19,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,995
2022-11-19,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,693
2022-11-19,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,443
2022-11-19,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,329
2022-11-19,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,431
2022-11-19,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,521
2022-11-19,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,615
2022-11-19,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,586
2022-11-19,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,831
2022-11-19,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,575
2022-11-19,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,688
2022-11-19,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,690
2022-11-19,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,730
2022-11-19,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,661
2022-11-19,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,624
2022-11-19,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,790
2022-11-20,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,585
2022-11-20,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,494
2022-11-20,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,848
2022-11-20,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,520
2022-11-20,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,910
2022-11-20,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,613
2022-11-20,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,516
2022-11-20,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,301
2022-11-20,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,467
2022-11-20,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,635
2022-11-20,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,450
2022-11-20,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,563
2022-11-20,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,616
2022-11-20,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,430
2022-11-20,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,455
2022-11-20,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,675
2022-11-20,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,731
2022-11-20,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,732
2022-11-20,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,592
2022-11-20,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,909
2022-11-21,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,617
2022-11-21,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,326
2022-11-21,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,834
2022-11-21,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,660
2022-11-21,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,677
2022-11-21,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,494
2022-11-21,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,478
2022-11-21,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,430
2022-11-21,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,362
2022-11-21,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,650
2022-11-21,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,414
2022-11-21,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,639
2022-11-21,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,564
2022-11-21,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,479
2022-11-21,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,543
2022-11-21,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,554
2022-11-21,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,710
2022-11-21,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,816
2022-11-21,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,633
2022-11-21,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,534
2022-11-22,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,717
2022-11-22,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,477
2022-11-22,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,821
2022-11-22,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,447
2022-11-22,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,745
2022-11-22,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,404
2022-11-22,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,561
2022-11-22,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,474
2022-11-22,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,363
2022-11-22,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,482
2022-11-22,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,555
2022-11-22,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,570
2022-11-22,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,980
2022-11-22,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,482
2022-11-22,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,429
2022-11-22,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,727
2022-11-22,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,628
2022-11-22,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,934
2022-11-22,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,895
2022-11-22,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,799
2022-11-23,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,927
2022-11-23,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,312
2022-11-23,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,992
2022-11-23,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,677
2022-11-23,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,914
2022-11-23,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,646
2022-11-23,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,424
2022-11-23,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,501
2022-11-23,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,423
2022-11-23,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,416
2022-11-23,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,462
2022-11-23,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,609
2022-11-23,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,800
2022-11-23,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,378
2022-11-23,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,636
2022-11-23,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,747
2022-11-23,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,694
2022-11-23,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,914
2022-11-23,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,825
2022-11-23,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,974
2022-11-24,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,739
2022-11-24,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,323
2022-11-24,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,625
2022-11-24,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,625
2022-11-24,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,791
2022-11-24,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,669
2022-11-24,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,568
2022-11-24,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,386
2022-11-24,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,321
2022-11-24,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,416
2022-11-24,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,460
2022-11-24,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,635
2022-11-24,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,757
2022-11-24,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,361
2022-11-24,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,435
2022-11-24,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,695
2022-11-24,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,932
2022-11-24,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,887
2022-11-24,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,734
2022-11-24,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,547
2022-11-25,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,704
2022-11-25,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,325
2022-11-25,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,581
2022-11-25,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,427
2022-11-25,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,677
2022-11-25,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,464
2022-11-25,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,529
2022-11-25,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,487
2022-11-25,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,562
2022-11-25,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,486
2022-11-25,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,593
2022-11-25,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,445
2022-11-25,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,854
2022-11-25,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,377
2022-11-25,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,493
2022-11-25,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,525
2022-11-25,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,991
2022-11-25,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,650
2022-11-25,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,716
2022-11-25,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,505
2022-11-26,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,857
2022-11-26,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,453
2022-11-26,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,516
2022-11-26,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,604
2022-11-26,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,801
2022-11-26,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,584
2022-11-26,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,579
2022-11-26,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,359
2022-11-26,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,319
2022-11-26,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,450
2022-11-26,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,651
2022-11-26,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,577
2022-11-26,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,600
2022-11-26,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,499
2022-11-26,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,655
2022-11-26,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,625
2022-11-26,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,630
2022-11-26,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,920
2022-11-26,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,946
2022-11-26,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,551
2022-11-27,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,741
2022-11-27,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,471
2022-11-27,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,758
2022-11-27,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,490
2022-11-27,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,828
2022-11-27,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,557
2022-11-27,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,598
2022-11-27,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,549
2022-11-27,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,465
2022-11-27,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,698
2022-11-27,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,660
2022-11-27,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,602
2022-11-27,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,730
2022-11-27,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,359
2022-11-27,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,499
2022-11-27,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,870
2022-11-27,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,740
2022-11-27,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,801
2022-11-27,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,815
2022-11-27,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,574
2022-11-28,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,847
2022-11-28,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,508
2022-11-28,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,640
2022-11-28,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,421
2022-11-28,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,751
2022-11-28,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,429
2022-11-28,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,439
2022-11-28,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,529
2022-11-28,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,423
2022-11-28,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,640
2022-11-28,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,423
2022-11-28,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,420
2022-11-28,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,573
2022-11-28,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,513
2022-11-28,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,680
2022-11-28,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,636
2022-11-28,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,858
2022-11-28,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,901
2022-11-28,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,720
2022-11-28,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,880
2022-11-29,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,532
2022-11-29,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,483
2022-11-29,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,802
2022-11-29,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,600
2022-11-29,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,677
2022-11-29,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,662
2022-11-29,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,456
2022-11-29,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,407
2022-11-29,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,423
2022-11-29,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,621
2022-11-29,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,626
2022-11-29,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,503
2022-11-29,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,960
2022-11-29,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,310
2022-11-29,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,626
2022-11-29,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,974
2022-11-29,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,970
2022-11-29,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,923
2022-11-29,Vancouver Airport (YVR),LaGuardia Airport (LGA),Yes,664
2022-11-29,Vancouver Airport (YVR),Los Angeles Airport (LAX),Yes,928
2022-11-30,Toronto Pearson Airport (YYZ),San Francisco Airport (SFO),Yes,979
2022-11-30,Toronto Pearson Airport (YYZ),LaGuardia Airport (LGA),Yes,482
2022-11-30,Toronto Pearson Airport (YYZ),Los Angeles Airport (LAX),Yes,734
2022-11-30,Toronto Pearson Airport (YYZ),Vancouver Airport (YVR),Yes,563
2022-11-30,San Francisco Airport (SFO),Toronto Pearson Airport (YYZ),Yes,624
2022-11-30,San Francisco Airport (SFO),LaGuardia Airport (LGA),Yes,678
2022-11-30,San Francisco Airport (SFO),Los Angeles Airport (LAX),Yes,371
2022-11-30,San Francisco Airport (SFO),Vancouver Airport (YVR),Yes,395
2022-11-30,LaGuardia Airport (LGA),Toronto Pearson Airport (YYZ),Yes,451
2022-11-30,LaGuardia Airport (LGA),San Francisco Airport (SFO),Yes,506
2022-11-30,LaGuardia Airport (LGA),Los Angeles Airport (LAX),Yes,511
2022-11-30,LaGuardia Airport (LGA),Vancouver Airport (YVR),Yes,616
2022-11-30,Los Angeles Airport (LAX),Toronto Pearson Airport (YYZ),Yes,908
2022-11-30,Los Angeles Airport (LAX),San Francisco Airport (SFO),Yes,357
2022-11-30,Los Angeles Airport (LAX),LaGuardia Airport (LGA),Yes,427
2022-11-30,Los Angeles Airport (LAX),Vancouver Airport (YVR),Yes,940
2022-11-30,Vancouver Airport (YVR),Toronto Pearson Airport (YYZ),Yes,922
2022-11-30,Vancouver Airport (YVR),San Francisco Airport (SFO),Yes,879
